YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2000,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,468,478,400,83.7,NULL,NULL,*,*,290,61.97,7,1.5,*,*,*,*,NULL,NULL,166,35.47,*,*,*,*,*,*
2001,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,468,449,373,83.1,NULL,NULL,*,*,324,69.23,11,2.35,*,*,*,*,NULL,NULL,121,25.85,*,*,*,*,*,*
2002,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,401,400,334,83.5,NULL,NULL,*,*,275,68.58,16,3.99,*,*,*,*,NULL,NULL,97,24.19,*,*,*,*,*,*
2003,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,409,413,351,85,NULL,NULL,*,*,294,71.88,13,3.18,*,*,*,*,NULL,NULL,94,22.98,*,*,*,*,*,*
2004,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,368,379,311,82.1,NULL,NULL,*,*,281,76.36,8,2.17,*,*,*,*,NULL,NULL,72,19.57,*,*,*,*,*,*
2005,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,356,347,307,88.5,NULL,NULL,*,*,240,67.42,16,4.49,7,1.97,*,*,NULL,NULL,84,23.6,*,*,*,*,*,*
1991,115115,ST. LOUIS CITY,4280,CARVER ELEM.,NULL, ,150,153,*,*,NULL,NULL,*,*,150,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1992,115115,ST. LOUIS CITY,4280,CARVER ELEM.,NULL, ,217,338,*,*,NULL,NULL,*,*,217,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1993,115115,ST. LOUIS CITY,4280,CARVER ELEM.,NULL, ,261,263,*,*,NULL,NULL,*,*,260,99.62,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1994,115115,ST. LOUIS CITY,4280,CARVER ELEM.,NULL, ,256,252,*,*,NULL,NULL,*,*,256,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1995,115115,ST. LOUIS CITY,4280,CARVER ELEM. COMM. ED. CTR.,NULL, ,270,253,*,*,NULL,NULL,*,*,270,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
1996,115115,ST. LOUIS CITY,4280,CARVER ELEM. COMM. ED. CTR.,NULL, ,215,207,*,*,NULL,NULL,*,*,215,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*
