YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2006,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,322,302,245,81.1,NULL,NULL,*,*,223,69.25,14,4.35,9,2.8,*,*,NULL,NULL,66,20.5,*,*,*,*,54,16.77
2007,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,254,249,209,83.9,NULL,NULL,*,*,187,73.62,15,5.91,6,2.36,*,*,NULL,NULL,38,14.96,*,*,*,*,42,16.54
2008,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,259,238,182,76.5,NULL,NULL,7,2.7,216,83.4,6,2.32,*,*,*,*,NULL,NULL,26,10.04,*,*,*,*,26,10.04
2009,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,286,279,199,71.3,NULL,NULL,6,2.1,250,87.41,*,*,*,*,*,*,NULL,NULL,24,8.39,*,*,*,*,26,9.09
2010,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,318,313,287,91.7,NULL,NULL,*,*,290,91.19,*,*,*,*,*,*,NULL,NULL,18,5.66,*,*,*,*,35,11.01
2011,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,347,338,307,90.8,*,*,NULL,NULL,325,93.66,*,*,*,*,*,*,*,*,15,4.32,*,*,*,*,42,12.1
2012,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,342,326,305,93.6,*,*,NULL,NULL,326,95.32,*,*,*,*,*,*,*,*,13,3.8,*,*,*,*,37,10.82
2013,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,416,394,377,95.7,*,*,NULL,NULL,401,96.39,*,*,*,*,*,*,*,*,13,3.13,*,*,*,*,45,10.82
2014,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,364,349,328,94,*,*,NULL,NULL,355,97.53,*,*,*,*,*,*,*,*,5,1.37,*,*,*,*,44,12.09
2015,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,345,328,*,*,*,*,NULL,NULL,341,98.84,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,13.04
2016,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,363,348,*,*,*,*,NULL,NULL,359,98.9,*,*,*,*,*,*,*,*,*,*,*,*,*,*,58,15.98
2017,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,338,321,*,*,*,*,NULL,NULL,332,98.22,*,*,*,*,*,*,*,*,*,*,*,*,*,*,42,12.43
2018,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,336,304,*,*,*,*,NULL,NULL,326,97.02,*,*,*,*,*,*,*,*,8,2.38,*,*,*,*,44,13.1
2019,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,283,272,*,*,*,*,NULL,NULL,273,96.47,*,*,*,*,*,*,*,*,5,1.77,*,*,*,*,22,7.77
2020,115115,ST. LOUIS CITY,4250,AMES VISUAL/PERF. ARTS,S,SCHOOLWIDE,210,207,*,*,*,*,NULL,NULL,201,95.71,*,*,*,*,*,*,*,*,5,2.38,*,*,*,*,14,6.67
2006,115115,ST. LOUIS CITY,4320,CLARK ELEM.,S,SCHOOLWIDE,272,264,217,82.2,NULL,NULL,*,*,271,99.63,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,45,16.54
2007,115115,ST. LOUIS CITY,4320,CLARK ELEM.,S,SCHOOLWIDE,248,230,139,60.4,NULL,NULL,*,*,245,98.79,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,36,14.52
2008,115115,ST. LOUIS CITY,4320,CLARK ELEM.,S,SCHOOLWIDE,184,179,134,74.9,NULL,NULL,*,*,179,97.28,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,25,13.59
2009,115115,ST. LOUIS CITY,4320,CLARK ELEM.,S,SCHOOLWIDE,197,207,122,58.9,NULL,NULL,*,*,190,96.45,*,*,*,*,*,*,NULL,NULL,5,2.54,*,*,*,*,34,17.26
2006,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,251,258,234,90.7,NULL,NULL,*,*,250,99.6,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,46,18.33
2007,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,254,262,233,88.9,NULL,NULL,*,*,248,97.64,*,*,*,*,*,*,NULL,NULL,6,2.36,*,*,*,*,46,18.11
2008,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,227,219,188,85.8,NULL,NULL,5,2.2,216,95.15,*,*,*,*,*,*,NULL,NULL,6,2.64,*,*,*,*,33,14.54
2009,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,181,190,167,87.9,NULL,NULL,*,*,176,97.24,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,30,16.57
2010,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,183,186,176,94.6,NULL,NULL,*,*,178,97.27,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,42,22.95
2011,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,152,146,*,*,*,*,NULL,NULL,151,99.34,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,15.13
2012,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,125,118,*,*,*,*,NULL,NULL,121,96.8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,20.8
2013,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,139,138,132,95.7,*,*,NULL,NULL,135,97.12,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27,19.42
2014,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,145,156,151,96.8,*,*,NULL,NULL,144,99.31,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,13.79
2015,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,164,168,*,*,*,*,NULL,NULL,160,97.56,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,13.41
2016,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,116,130,*,*,*,*,NULL,NULL,114,98.28,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,18.97
2017,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,140,135,*,*,*,*,NULL,NULL,138,98.57,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,17.14
2018,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,123,134,*,*,*,*,NULL,NULL,121,98.37,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,19.51
2019,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,131,138,*,*,*,*,NULL,NULL,124,94.66,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,11.45
2020,115115,ST. LOUIS CITY,4360,CLAY ELEM.,S,SCHOOLWIDE,101,101,*,*,*,*,NULL,NULL,98,97.03,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,15.84
2006,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,235,228,218,95.6,NULL,NULL,*,*,233,99.15,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,39,16.6
2007,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,263,268,220,82.1,NULL,NULL,*,*,262,99.62,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,50,19.01
2008,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,200,197,171,86.8,NULL,NULL,*,*,199,99.5,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,36,18
2009,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,166,168,135,80.4,NULL,NULL,*,*,165,99.4,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,25,15.06
2010,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,158,160,153,95.6,NULL,NULL,*,*,157,99.37,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,20,12.66
2011,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,156,151,*,*,*,*,NULL,NULL,156,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,7.69
2012,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,214,234,218,93.2,*,*,NULL,NULL,210,98.13,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,10.75
2013,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,299,314,292,93,*,*,NULL,NULL,295,98.66,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,10.03
2014,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,339,335,319,95.2,*,*,NULL,NULL,333,98.23,*,*,*,*,*,*,*,*,*,*,*,*,*,*,46,13.57
2015,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,382,384,*,*,*,*,NULL,NULL,372,97.38,*,*,*,*,*,*,*,*,5,1.31,*,*,*,*,54,14.14
2016,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,352,362,*,*,*,*,NULL,NULL,347,98.58,*,*,*,*,*,*,*,*,*,*,*,*,*,*,53,15.06
2017,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,357,374,*,*,*,*,NULL,NULL,349,97.76,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,9.8
2018,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,353,353,*,*,*,*,NULL,NULL,345,97.73,5,1.42,*,*,*,*,*,*,*,*,*,*,*,*,40,11.33
2019,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,336,344,*,*,*,*,NULL,NULL,329,97.92,5,1.49,*,*,*,*,*,*,*,*,*,*,*,*,44,13.1
2020,115115,ST. LOUIS CITY,4400,COLE ELEM.,S,SCHOOLWIDE,280,286,*,*,*,*,NULL,NULL,272,97.14,*,*,*,*,*,*,*,*,*,*,*,*,*,*,33,11.79
2006,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,303,307,277,90.2,NULL,NULL,*,*,301,99.34,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,51,16.83
2007,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,296,289,253,87.5,NULL,NULL,*,*,295,99.66,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,57,19.26
2008,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,193,212,129,60.8,NULL,NULL,*,*,193,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,24,12.44
2009,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,200,191,143,74.9,NULL,NULL,*,*,199,99.5,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,19,9.5
2010,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,179,186,179,96.2,NULL,NULL,*,*,178,99.44,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,20,11.17
2011,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,185,191,177,92.7,*,*,NULL,NULL,184,99.46,*,*,*,*,*,*,*,*,*,*,*,*,*,*,25,13.51
2012,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,174,183,176,96.2,*,*,NULL,NULL,174,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,28,16.09
2013,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,198,198,192,97,*,*,NULL,NULL,198,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36,18.18
2014,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,221,218,204,93.6,*,*,NULL,NULL,220,99.55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,34,15.38
2015,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,182,186,*,*,*,*,NULL,NULL,181,99.45,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,13.19
2016,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,125,137,*,*,*,*,NULL,NULL,125,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,18,14.4
2017,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,157,184,*,*,*,*,NULL,NULL,155,98.73,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,10.19
2018,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,150,154,*,*,*,*,NULL,NULL,150,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,9.33
2019,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,175,194,*,*,*,*,NULL,NULL,173,98.86,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,8
2020,115115,ST. LOUIS CITY,4420,COLUMBIA ELEM. COMM. ED. CTR.,S,SCHOOLWIDE,172,181,*,*,*,*,NULL,NULL,171,99.42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,7.56
2006,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,305,321,307,95.6,NULL,NULL,*,*,305,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,41,13.44
2007,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,292,293,265,90.4,NULL,NULL,*,*,290,99.32,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,50,17.12
2008,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,261,246,200,81.3,NULL,NULL,7,2.68,253,96.93,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,45,17.24
2009,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,205,196,160,81.6,NULL,NULL,*,*,202,98.54,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,30,14.63
2010,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,204,197,185,93.9,NULL,NULL,*,*,202,99.02,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,21,10.29
2011,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,178,182,*,*,*,*,NULL,NULL,174,97.75,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,11.8
2012,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,166,160,*,*,*,*,NULL,NULL,159,95.78,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27,16.27
2013,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,175,180,*,*,*,*,NULL,NULL,174,99.43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,16.57
2014,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,216,202,*,*,*,*,NULL,NULL,214,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36,16.67
2015,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,235,218,*,*,*,*,NULL,NULL,231,98.3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,38,16.17
2016,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,185,178,*,*,*,*,NULL,NULL,184,99.46,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,16.22
2017,115115,ST. LOUIS CITY,4440,COTE BRILLIANTE ELEM.,S,SCHOOLWIDE,138,139,*,*,*,*,NULL,NULL,136,98.55,*,*,*,*,*,*,*,*,*,*,*,*,*,*,15,10.87
2006,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,435,430,316,73.5,NULL,NULL,*,*,255,58.62,44,10.11,*,*,*,*,NULL,NULL,100,22.99,*,*,*,*,46,10.57
2007,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,429,417,279,66.9,NULL,NULL,*,*,253,58.97,43,10.02,*,*,*,*,NULL,NULL,101,23.54,*,*,*,*,49,11.42
2008,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,414,408,256,62.7,NULL,NULL,26,6.28,263,63.53,34,8.21,7,1.69,*,*,NULL,NULL,84,20.29,*,*,*,*,55,13.29
2009,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,441,439,253,57.6,NULL,NULL,26,5.9,276,62.59,35,7.94,*,*,*,*,NULL,NULL,101,22.9,*,*,*,*,51,11.56
2010,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,427,422,324,76.8,NULL,NULL,17,3.98,278,65.11,40,9.37,*,*,*,*,NULL,NULL,91,21.31,48,11.24,*,*,42,9.84
2011,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,426,423,341,80.6,12,2.82,NULL,NULL,288,67.61,51,11.97,*,*,*,*,*,*,73,17.14,43,10.09,*,*,48,11.27
2012,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,411,381,332,87.1,5,1.22,NULL,NULL,300,72.99,45,10.95,*,*,*,*,*,*,58,14.11,48,11.68,*,*,41,9.98
2013,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,418,401,348,86.8,*,*,NULL,NULL,311,74.4,49,11.72,*,*,*,*,*,*,52,12.44,61,14.59,*,*,45,10.77
2014,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,378,371,325,87.6,*,*,NULL,NULL,295,78.04,41,10.85,*,*,*,*,*,*,39,10.32,49,12.96,*,*,42,11.11
2015,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,371,365,*,*,*,*,NULL,NULL,302,81.4,37,9.97,*,*,*,*,*,*,28,7.55,39,10.51,*,*,40,10.78
2016,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,381,379,*,*,11,2.89,NULL,NULL,301,79,37,9.71,*,*,*,*,*,*,32,8.4,58,15.22,*,*,48,12.6
2017,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,369,374,*,*,14,3.79,NULL,NULL,297,80.49,30,8.13,*,*,*,*,*,*,27,7.32,50,13.55,*,*,40,10.84
2018,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,376,374,*,*,10,2.66,NULL,NULL,313,83.24,32,8.51,*,*,*,*,*,*,21,5.59,64,17.02,*,*,42,11.17
2019,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,381,369,*,*,6,1.57,NULL,NULL,308,80.84,32,8.4,*,*,*,*,*,*,35,9.19,45,11.81,*,*,37,9.71
2020,115115,ST. LOUIS CITY,4470,DEWEY SCH.-INTERNAT'L. STUDIES,S,SCHOOLWIDE,373,360,*,*,*,*,NULL,NULL,310,83.11,39,10.46,*,*,*,*,*,*,20,5.36,47,12.6,*,*,35,9.38
2006,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,300,304,261,85.9,NULL,NULL,*,*,298,99.33,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,35,11.67
2007,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,254,258,232,89.9,NULL,NULL,*,*,253,99.61,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,40,15.75
2008,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,232,246,184,74.8,NULL,NULL,*,*,230,99.14,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,42,18.1
2009,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,241,238,175,73.5,NULL,NULL,*,*,240,99.59,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,44,18.26
2010,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,193,191,179,93.7,NULL,NULL,*,*,192,99.48,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,29,15.03
2011,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,188,189,184,97.4,*,*,NULL,NULL,188,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,12.23
2012,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,198,205,196,95.6,*,*,NULL,NULL,198,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,15.15
2013,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,202,198,*,*,*,*,NULL,NULL,202,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,15.84
2014,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,203,208,*,*,*,*,NULL,NULL,203,100,*,*,*,*,*,*,*,*,*,*,5,2.46,*,*,34,16.75
2015,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,194,193,*,*,*,*,NULL,NULL,192,98.97,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,16.49
2016,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,150,136,*,*,*,*,NULL,NULL,149,99.33,*,*,*,*,*,*,*,*,*,*,*,*,*,*,13,8.67
2017,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,148,140,*,*,*,*,NULL,NULL,148,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,14.19
2018,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,123,125,*,*,*,*,NULL,NULL,123,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,11.38
2019,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,119,125,*,*,*,*,NULL,NULL,119,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,14,11.76
2020,115115,ST. LOUIS CITY,4480,DUNBAR AND BR.,S,SCHOOLWIDE,123,130,*,*,*,*,NULL,NULL,123,100,*,*,*,*,*,*,*,*,*,*,5,4.07,*,*,12,9.76
2006,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,S,SCHOOLWIDE,120,119,99,83.2,NULL,NULL,*,*,76,63.33,8,6.67,*,*,*,*,NULL,NULL,27,22.5,*,*,*,*,32,26.67
2007,115115,ST. LOUIS CITY,4510,KOTTMEYER EARLY CHILD. CTR.,S,SCHOOLWIDE,117,116,92,79.3,NULL,NULL,*,*,75,64.1,6,5.13,*,*,*,*,NULL,NULL,26,22.22,*,*,*,*,34,29.06
2006,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,S,SCHOOLWIDE,108,104,76,73.1,NULL,NULL,*,*,82,75.93,11,10.19,*,*,*,*,NULL,NULL,11,10.19,*,*,*,*,11,10.19
2007,115115,ST. LOUIS CITY,4560,EUCLID MONTESSORI,S,SCHOOLWIDE,91,89,70,78.7,NULL,NULL,*,*,66,72.53,9,9.89,*,*,*,*,NULL,NULL,12,13.19,*,*,*,*,10,10.99
2006,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,S,SCHOOLWIDE,227,229,210,91.7,NULL,NULL,*,*,226,99.56,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,28,12.33
2007,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,S,SCHOOLWIDE,266,259,221,85.3,NULL,NULL,*,*,264,99.25,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,35,13.16
2008,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,S,SCHOOLWIDE,202,210,173,82.4,NULL,NULL,*,*,202,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,29,14.36
2009,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,S,SCHOOLWIDE,178,183,131,71.6,NULL,NULL,*,*,177,99.44,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,20,11.24
2010,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,S,SCHOOLWIDE,174,187,178,95.2,NULL,NULL,*,*,173,99.43,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,18,10.34
2011,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,S,SCHOOLWIDE,171,169,163,96.4,*,*,NULL,NULL,170,99.42,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17,9.94
2012,115115,ST. LOUIS CITY,4580,FARRAGUT ELEM.,S,SCHOOLWIDE,166,176,169,96,*,*,NULL,NULL,166,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,12.65
