YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,TITLE1_FLAG,TITLE1_FLAG_DESC,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE
2015,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,239,241,*,*,33,13.81,NULL,NULL,111,46.44,25,10.46,*,*,*,*,*,*,70,29.29,71,29.71,*,*,47,19.67
2016,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,210,218,*,*,23,10.95,NULL,NULL,118,56.19,17,8.1,*,*,*,*,*,*,52,24.76,46,21.9,*,*,49,23.33
2017,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,193,219,*,*,14,7.25,NULL,NULL,107,55.44,23,11.92,*,*,*,*,*,*,49,25.39,54,27.98,*,*,49,25.39
2018,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,176,198,*,*,14,7.95,NULL,NULL,87,49.43,25,14.2,*,*,*,*,*,*,50,28.41,69,39.2,*,*,50,28.41
2019,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,232,271,*,*,20,8.62,NULL,NULL,117,50.43,24,10.34,*,*,*,*,*,*,71,30.6,127,54.74,*,*,38,16.38
2020,115115,ST. LOUIS CITY,3260,LONG MIDDLE COMMUNITY ED. CTR.,S,SCHOOLWIDE,257,272,*,*,23,8.95,NULL,NULL,135,52.53,35,13.62,*,*,*,*,*,*,64,24.9,140,54.47,*,*,37,14.4
2006,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,294,281,252,89.7,NULL,NULL,*,*,292,99.32,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,84,28.57
2007,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,212,217,180,82.9,NULL,NULL,*,*,211,99.53,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,62,29.25
2008,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,207,182,152,83.5,NULL,NULL,*,*,200,96.62,*,*,*,*,*,*,NULL,NULL,5,2.42,*,*,*,*,50,24.15
2009,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,232,245,193,78.8,NULL,NULL,*,*,219,94.4,*,*,*,*,*,*,NULL,NULL,12,5.17,*,*,*,*,65,28.02
2010,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,300,301,266,88.4,NULL,NULL,*,*,288,96,*,*,*,*,*,*,NULL,NULL,10,3.33,*,*,*,*,76,25.33
2011,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,258,265,244,92.1,*,*,NULL,NULL,249,96.51,*,*,*,*,*,*,*,*,6,2.33,*,*,*,*,59,22.87
2012,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,238,248,230,92.7,*,*,NULL,NULL,226,94.96,*,*,*,*,*,*,*,*,10,4.2,*,*,*,*,58,24.37
2013,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,S,SCHOOLWIDE,204,203,193,95.1,*,*,NULL,NULL,196,96.08,*,*,*,*,*,*,*,*,5,2.45,6,2.94,*,*,35,17.16
2014,115115,ST. LOUIS CITY,3280,L'OUVERTURE MIDDLE,NULL, ,0,0,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,115115,ST. LOUIS CITY,3310,NORTHWEST MIDDLE,S,SCHOOLWIDE,414,406,365,89.9,NULL,NULL,*,*,413,99.76,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,111,26.81
2007,115115,ST. LOUIS CITY,3310,NORTHWEST MIDDLE,T,TARGETED,281,100,93,93,NULL,NULL,*,*,280,99.64,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,69,24.56
2008,115115,ST. LOUIS CITY,3310,NORTHWEST MIDDLE,T,TARGETED,153,147,121,82.3,NULL,NULL,*,*,153,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,43,28.1
2009,115115,ST. LOUIS CITY,3310,NORTHWEST MIDDLE,S,SCHOOLWIDE,65,72,56,77.8,NULL,NULL,*,*,65,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,14,21.54
2006,115115,ST. LOUIS CITY,3370,PRUITT MILITARY ACADEMY,S,SCHOOLWIDE,189,173,159,91.9,NULL,NULL,*,*,132,69.84,10,5.29,*,*,*,*,NULL,NULL,46,24.34,*,*,*,*,56,29.63
2006,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,468,464,332,71.6,NULL,NULL,*,*,302,64.53,14,2.99,*,*,*,*,NULL,NULL,146,31.2,*,*,*,*,98,20.94
2007,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,458,452,344,76.1,NULL,NULL,*,*,329,71.83,10,2.18,*,*,*,*,NULL,NULL,113,24.67,*,*,*,*,103,22.49
2008,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,439,431,330,76.6,NULL,NULL,5,1.14,316,71.98,14,3.19,*,*,*,*,NULL,NULL,101,23.01,*,*,*,*,95,21.64
2009,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,415,406,301,74.1,NULL,NULL,11,2.65,289,69.64,15,3.61,*,*,*,*,NULL,NULL,97,23.37,*,*,*,*,88,21.2
2010,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,427,415,321,77.3,NULL,NULL,6,1.41,302,70.73,23,5.39,*,*,*,*,NULL,NULL,94,22.01,29,6.79,*,*,87,20.37
2011,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,470,460,359,78,8,1.7,NULL,NULL,358,76.17,20,4.26,*,*,*,*,*,*,80,17.02,25,5.32,*,*,85,18.09
2012,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,531,518,422,81.5,14,2.64,NULL,NULL,409,77.02,30,5.65,*,*,*,*,*,*,75,14.12,26,4.9,*,*,92,17.33
2013,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,535,528,435,82.4,18,3.36,NULL,NULL,417,77.94,26,4.86,7,1.31,*,*,*,*,67,12.52,24,4.49,*,*,86,16.07
2014,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,522,495,428,86.5,12,2.3,NULL,NULL,421,80.65,30,5.75,5,0.96,*,*,*,*,54,10.34,22,4.21,*,*,68,13.03
2015,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,496,503,*,*,6,1.21,NULL,NULL,412,83.06,27,5.44,5,1.01,*,*,*,*,46,9.27,14,2.82,*,*,70,14.11
2016,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,481,463,*,*,5,1.04,NULL,NULL,403,83.78,37,7.69,*,*,*,*,*,*,35,7.28,38,7.9,*,*,67,13.93
2017,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,476,468,*,*,11,2.31,NULL,NULL,393,82.56,33,6.93,*,*,*,*,*,*,38,7.98,28,5.88,*,*,71,14.92
2018,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,487,484,*,*,13,2.67,NULL,NULL,404,82.96,33,6.78,*,*,*,*,*,*,36,7.39,39,8.01,*,*,85,17.45
2019,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,486,475,*,*,17,3.5,NULL,NULL,408,83.95,26,5.35,*,*,*,*,*,*,34,7,44,9.05,*,*,88,18.11
2020,115115,ST. LOUIS CITY,3390,COMPTON-DREW ILC MIDDLE,S,SCHOOLWIDE,519,501,*,*,26,5.01,NULL,NULL,433,83.43,30,5.78,*,*,*,*,*,*,30,5.78,61,11.75,*,*,90,17.34
2006,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,S,SCHOOLWIDE,348,349,310,88.8,NULL,NULL,*,*,344,98.85,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,85,24.43
2007,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,S,SCHOOLWIDE,311,304,259,85.2,NULL,NULL,*,*,307,98.71,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,87,27.97
2008,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,S,SCHOOLWIDE,257,232,188,81,NULL,NULL,*,*,256,99.61,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,65,25.29
2009,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,S,SCHOOLWIDE,273,284,226,79.6,NULL,NULL,*,*,270,98.9,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,67,24.54
2010,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,S,SCHOOLWIDE,248,241,221,91.7,NULL,NULL,*,*,247,99.6,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,68,27.42
2011,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,S,SCHOOLWIDE,174,185,180,97.3,*,*,NULL,NULL,173,99.43,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,25.86
2012,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,NULL, ,0,0,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2013,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,NULL, ,0,0,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2014,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,NULL, ,0,0,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2015,115115,ST. LOUIS CITY,3400,STEVENS MIDDLE COMMUNITY ED.,NULL, ,0,0,*,*,*,*,NULL,NULL,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
2006,115115,ST. LOUIS CITY,3420,STOWE MIDDLE,NULL, ,351,359,330,91.9,NULL,NULL,*,*,350,99.72,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,83,23.65
2006,115115,ST. LOUIS CITY,3440,TURNER MIDDLE SCH. AND BR.,S,SCHOOLWIDE,265,251,239,95.2,NULL,NULL,*,*,265,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,63,23.77
2006,115115,ST. LOUIS CITY,3480,WEBSTER MIDDLE,S,SCHOOLWIDE,320,312,292,93.6,NULL,NULL,*,*,319,99.69,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,92,28.75
2007,115115,ST. LOUIS CITY,3480,WEBSTER MIDDLE,S,SCHOOLWIDE,154,161,*,*,NULL,NULL,*,*,152,98.7,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,42,27.27
2006,115115,ST. LOUIS CITY,3520,YEATMAN MIDDLE COMMUNITY ED.,NULL, ,431,414,381,92,NULL,NULL,*,*,430,99.77,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,117,27.15
2006,115115,ST. LOUIS CITY,3540,MEL CARNAHAN MIDDLE,NULL, ,243,235,203,86.4,NULL,NULL,*,*,221,90.95,*,*,*,*,*,*,NULL,NULL,15,6.17,*,*,*,*,74,30.45
2006,115115,ST. LOUIS CITY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,243,240,*,*,NULL,NULL,*,*,240,98.77,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,43,17.7
2007,115115,ST. LOUIS CITY,3910,LIFT FOR LIFE ACADEMY,S,SCHOOLWIDE,263,251,231,92,NULL,NULL,*,*,251,95.44,*,*,*,*,*,*,NULL,NULL,12,4.56,*,*,*,*,29,11.03
2006,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,314,323,299,92.6,NULL,NULL,*,*,302,96.18,*,*,*,*,*,*,NULL,NULL,10,3.18,*,*,*,*,62,19.75
2007,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,317,301,284,94.4,NULL,NULL,*,*,307,96.85,*,*,*,*,*,*,NULL,NULL,9,2.84,*,*,*,*,62,19.56
2008,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,299,316,269,85.1,NULL,NULL,*,*,282,94.31,*,*,*,*,*,*,NULL,NULL,15,5.02,*,*,*,*,59,19.73
2009,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,303,312,268,85.9,NULL,NULL,*,*,282,93.07,*,*,*,*,*,*,NULL,NULL,19,6.27,*,*,*,*,67,22.11
2010,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,350,349,327,93.7,NULL,NULL,*,*,338,96.57,*,*,*,*,*,*,NULL,NULL,11,3.14,*,*,*,*,64,18.29
2011,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,291,288,274,95.1,*,*,NULL,NULL,284,97.59,*,*,*,*,*,*,*,*,7,2.41,*,*,*,*,48,16.49
2012,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,283,285,271,95.1,*,*,NULL,NULL,273,96.47,*,*,*,*,*,*,*,*,8,2.83,*,*,*,*,57,20.14
2013,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,279,294,289,98.3,*,*,NULL,NULL,272,97.49,*,*,*,*,*,*,*,*,7,2.51,*,*,*,*,51,18.28
2014,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,314,310,303,97.7,*,*,NULL,NULL,300,95.54,*,*,*,*,*,*,*,*,13,4.14,6,1.91,*,*,43,13.69
2015,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,278,298,*,*,*,*,NULL,NULL,268,96.4,*,*,*,*,*,*,*,*,9,3.24,*,*,*,*,42,15.11
2016,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,271,247,*,*,*,*,NULL,NULL,263,97.05,*,*,*,*,*,*,*,*,6,2.21,*,*,*,*,35,12.92
2017,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,250,254,*,*,*,*,NULL,NULL,243,97.2,*,*,*,*,*,*,*,*,7,2.8,*,*,*,*,35,14
2018,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,234,237,*,*,*,*,NULL,NULL,225,96.15,*,*,*,*,*,*,*,*,8,3.42,*,*,*,*,30,12.82
2019,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,222,218,*,*,*,*,NULL,NULL,208,93.69,*,*,*,*,*,*,*,*,12,5.41,*,*,*,*,26,11.71
2020,115115,ST. LOUIS CITY,4000,ADAMS ELEM.,S,SCHOOLWIDE,207,200,*,*,*,*,NULL,NULL,196,94.69,*,*,*,*,*,*,*,*,10,4.83,*,*,*,*,96,46.38
2006,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,467,459,404,88,NULL,NULL,*,*,465,99.57,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,60,12.85
2007,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,470,478,407,85.1,NULL,NULL,*,*,468,99.57,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,56,11.91
2008,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,344,360,308,85.6,NULL,NULL,*,*,342,99.42,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,51,14.83
2009,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,329,334,250,74.9,NULL,NULL,*,*,327,99.39,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,61,18.54
2010,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,318,312,284,91,NULL,NULL,*,*,317,99.69,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,45,14.15
2011,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,291,310,299,96.5,*,*,NULL,NULL,291,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,36,12.37
2012,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,257,274,267,97.4,*,*,NULL,NULL,257,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,13.62
2013,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,336,325,318,97.8,*,*,NULL,NULL,334,99.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,40,11.9
2014,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,341,347,337,97.1,*,*,NULL,NULL,341,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,42,12.32
2015,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,329,343,*,*,*,*,NULL,NULL,329,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,12.46
2016,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,292,304,*,*,*,*,NULL,NULL,292,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,10.62
2017,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,267,247,*,*,*,*,NULL,NULL,264,98.88,*,*,*,*,*,*,*,*,*,*,*,*,*,*,28,10.49
2018,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,242,237,*,*,*,*,NULL,NULL,240,99.17,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,9.5
2019,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,184,203,*,*,*,*,NULL,NULL,184,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,12.5
2020,115115,ST. LOUIS CITY,4060,ASHLAND ELEM. AND BR.,S,SCHOOLWIDE,167,165,*,*,*,*,NULL,NULL,167,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,17.37
2006,115115,ST. LOUIS CITY,4080,BADEN ELEM.,S,SCHOOLWIDE,301,307,281,91.5,NULL,NULL,*,*,295,98.01,*,*,*,*,*,*,NULL,NULL,5,1.66,*,*,*,*,49,16.28
2007,115115,ST. LOUIS CITY,4080,BADEN ELEM.,S,SCHOOLWIDE,293,309,268,86.7,NULL,NULL,*,*,292,99.66,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,42,14.33
2008,115115,ST. LOUIS CITY,4080,BADEN ELEM.,S,SCHOOLWIDE,287,280,222,79.3,NULL,NULL,*,*,287,100,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,38,13.24
2009,115115,ST. LOUIS CITY,4080,BADEN ELEM.,S,SCHOOLWIDE,263,277,200,72.2,NULL,NULL,*,*,261,99.24,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,38,14.45
2006,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,263,273,264,96.7,NULL,NULL,*,*,261,99.24,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,35,13.31
2007,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,206,224,205,91.5,NULL,NULL,*,*,204,99.03,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,31,15.05
2008,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,180,195,157,80.5,NULL,NULL,*,*,179,99.44,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,27,15
2009,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,167,180,144,80,NULL,NULL,*,*,165,98.8,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,30,17.96
2010,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,176,186,176,94.6,NULL,NULL,*,*,174,98.86,*,*,*,*,*,*,NULL,NULL,*,*,*,*,*,*,30,17.05
2011,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,165,169,*,*,*,*,NULL,NULL,162,98.18,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,13.94
2012,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,168,177,*,*,*,*,NULL,NULL,167,99.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,33,19.64
2013,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,187,177,*,*,*,*,NULL,NULL,184,98.4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,12.83
2014,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,170,189,*,*,*,*,NULL,NULL,168,98.82,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19,11.18
2015,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,184,176,*,*,*,*,NULL,NULL,181,98.37,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21,11.41
2016,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,154,165,*,*,*,*,NULL,NULL,154,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,20,12.99
2017,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,180,178,*,*,*,*,NULL,NULL,180,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,34,18.89
2018,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,164,170,*,*,*,*,NULL,NULL,164,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,35,21.34
2019,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,150,161,*,*,*,*,NULL,NULL,150,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,24,16
2020,115115,ST. LOUIS CITY,4180,BRYAN HILL ELEM.,S,SCHOOLWIDE,133,136,*,*,*,*,NULL,NULL,133,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23,17.29
2006,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,391,398,319,80.2,NULL,NULL,*,*,87,22.25,27,6.91,*,*,*,*,NULL,NULL,269,68.8,*,*,*,*,40,10.23
2007,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,367,390,309,79.2,NULL,NULL,*,*,98,26.7,21,5.72,*,*,*,*,NULL,NULL,238,64.85,*,*,*,*,47,12.81
2008,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,362,354,259,73.2,NULL,NULL,11,3.04,95,26.24,20,5.52,*,*,*,*,NULL,NULL,234,64.64,*,*,*,*,56,15.47
2009,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,324,316,200,63.3,NULL,NULL,9,2.78,86,26.54,17,5.25,*,*,*,*,NULL,NULL,212,65.43,*,*,*,*,56,17.28
2010,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,339,342,298,87.1,NULL,NULL,9,2.65,92,27.14,21,6.19,*,*,*,*,NULL,NULL,217,64.01,106,31.27,*,*,65,19.17
2011,115115,ST. LOUIS CITY,4200,BUDER ELEM.,NULL, ,327,358,317,88.5,6,1.83,NULL,NULL,71,21.71,27,8.26,*,*,*,*,*,*,223,68.2,146,44.65,*,*,58,17.74
2012,115115,ST. LOUIS CITY,4200,BUDER ELEM.,NULL, ,345,345,290,84.1,11,3.19,NULL,NULL,79,22.9,25,7.25,*,*,*,*,*,*,230,66.67,172,49.86,*,*,63,18.26
2013,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,349,356,307,86.2,8,2.29,NULL,NULL,89,25.5,16,4.58,*,*,*,*,*,*,236,67.62,163,46.7,*,*,64,18.34
2014,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,315,303,268,88.4,7,2.22,NULL,NULL,97,30.79,18,5.71,*,*,*,*,*,*,192,60.95,153,48.57,*,*,56,17.78
2015,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,325,326,*,*,5,1.54,NULL,NULL,102,31.38,21,6.46,*,*,*,*,*,*,195,60,150,46.15,*,*,69,21.23
2016,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,342,347,*,*,5,1.46,NULL,NULL,114,33.33,21,6.14,*,*,*,*,*,*,201,58.77,143,41.81,*,*,73,21.35
2017,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,320,329,*,*,5,1.56,NULL,NULL,107,33.44,17,5.31,*,*,*,*,*,*,190,59.38,134,41.88,*,*,79,24.69
2018,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,303,307,*,*,6,1.98,NULL,NULL,93,30.69,21,6.93,*,*,*,*,*,*,182,60.07,127,41.91,*,*,86,28.38
2019,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,283,289,*,*,7,2.47,NULL,NULL,83,29.33,31,10.95,*,*,*,*,*,*,162,57.24,128,45.23,*,*,85,30.04
2020,115115,ST. LOUIS CITY,4200,BUDER ELEM.,S,SCHOOLWIDE,293,308,*,*,30,10.24,NULL,NULL,93,31.74,34,11.6,*,*,*,*,*,*,136,46.42,118,40.27,*,*,68,23.21
